"person_id";"person_wikidata_id";"person_name";"person_full_name";"person_other_names";"sex";"year_birth";"year_death";"occupation";"other"
1867;"random_idb659c6ecdfc1755ed552f395990d63e7e74418a2";"Елизавета Ивановна";"";"неизвестной";"";"";"";"";""
1868;"Q4527701";"Пётр Васильевич";"Шумахер, Пётр Васильевич";"неизвестному";"";"1817";"1891";"";""
1869;"random_id76d2c132398519fdba52858cfaf2335f6d694c6f";"неизвестный";"";"";"";"";"";"";""
1870;"Q3920828";"Козодавлев, О. П.";"";"";"";"1754";"1819";"";""
1871;"random_idcf05d554a03c6b1642238e24b370c655baa45212";"отец Евграф";"";"ректору Троицкой семинарии";"";"";"";"";""
1872;"random_idf508545afd1ee490e912e1bb9363cda27196c22e";"Строев, П. М.";"";"";"";"";"";"";""
1873;"random_id37b5d833625265e8c9a07b2f78409ead2fc8f21b";"Херасков, П. М.";"";"";"";"";"";"";""
1874;"Q21857270";"Херасков";"";"Р. Ц.";"";"1836";"1901";"";""
1875;"Q15080960";"Селивановский, С. И.";"Селивановский, Семён Иоанникиевич";"";"";"1772";"1835";"";""
1876;"random_id12fcd7196b7cdf551050b058534938228cf7e840";"Румяцев, С. П.";"";"";"";"";"";"";""
1877;"random_id7f5a2572b1264d54748ec97c0e29ca49d6520d71";"Сен-Тома";"";"";"";"";"";"";""
1878;"Q207958";"Жоффр";"";"";"";"1852";"1931";"";""
1879;"random_id1c01be88f7ac59eb0d68b3985711f0e4a6826961";"Толстой, Ф. А.";"";"";"";"";"";"";""
1880;"random_id3518c7660d0cb44384a7ebc6724c52e98afa70bc";"Шлецер, Х. А.";"";"";"";"";"";"";""
1881;"random_id4dc9156bf2c5a7fbf8c802f5e66eed5bbdc2ae79";"Чагина";"";"";"";"";"";"";""
1882;"random_idca3609d614ce06fc5986f83dfc180407253a1768";"Нелединский-Мелецкий, Ю. А.";"";"";"";"";"";"";""
1883;"random_id668a3fb31e0d93bb8d5ae401bbd75c92ed3b251d";"Нелединской, Ю. А.";"";"";"";"";"";"";""
1884;"Q4214364";"Каратыгин, В. А.";"Каратыгин, Василий Андреевич";"";"";"1802";"1853";"актер-трагик";""
1885;"random_idedb09fa3b5fc77bc923b1448d47bc22934281220";"Шульгин, Л. К.";"";"";"";"";"";"";""
1886;"Q7017368";"Каронин-Петропавловский, Н. Е.";"Каронин-Петропавловский, Николай Елпидифорович";"";"";"1853";"1892";"писатель, политический деятель";""
1887;"random_id31d06cc94880473f031190421c3d19f258cdce30";"Аверкиев, А. Н.";"";"";"";"";"";"";""
1888;"Q351927";"Плеве, В. К.";"";"";"";"1846";"1904";"";""
1889;"random_id878344bda2924327a87162fc9a13417461fa059a";"Линькова, В. М.";"";"";"";"";"";"";""
1890;"Q20978292";"Познанский";"";"начальнику Нижегородского жандармского управления";"";"1801";"1878";"";""
1891;"random_id6941def32d24079688271119d98ae1c280859451";"ред. «Саратовского листка»";"";"";"";"";"";"";""
1892;"Q4215807";"Карпов, Е. П.";"Карпов, Евтихий Павлович";"";"";"1857";"1926";"русский драматург, заслуженный режиссёр Республики (1921).";""
1893;"random_id84fcbd22af56802ec750da58e60871607d2a1d9c";"Щеглов, И. Л.";"";"";"";"";"";"";""
1894;"Q4217278";"Катенин, А. А.";"Катенин, Александр Андреевич";"";"";"1800";"1860";"генерал от инфантерии, оренбургский и самарский генерал-губернатор";""
1895;"random_ida73c84670ab4cab86671e92871a56f8e5f364373";"Бахтин, Н. И.";"";"";"";"";"";"";""
1896;"Q120180";"Александр III";"";"";"";"1845";"1894";"";""
1897;"Q4281867";"Маркевич, Б.";"Маркевич, Болеслав Михайлович";"";"";"1822";"1884";"";""
1898;"random_ida0745db198395d389114128c7cdffdfb96d1fa4a";"Долгорукий, В. А.";"";"";"";"";"";"";""
1899;"random_id8db1cdca3f845cf167d25420fd8bd8dff9b08186";"Каткова, В. А.";"";"";"";"";"";"";""
1900;"random_idb66aa856a5e805c3ffb17a3f823e6a6bc51fe125";"Катков, Меф. Н.";"";"";"";"";"";"";""
1901;"Q55624855";"Страхов";"";"Н. Н.";"";"";"1842";"";""
1902;"random_id2e50c7e2d1f44fee2f0abb8c808f818997355e3d";"Огаревый, Н. П.";"Огарев, Николай Платонович";"";"";"";"";"";""
1903;"random_id30d897dbac667d3c5debc22aa019c79186471b11";"Огаревый, М. Л.";"";"";"";"";"";"";""
1904;"random_iddd3c9639ec2cd5cb9a359d2a7a4a9cd33f6b7c0e";"Начальник цензурного ведомства";"";"";"";"";"";"";""
1905;"random_id05ae9860a4742628c2225e9c7a29020c23c869d9";"Батюшков, П. Н.";"";"";"";"";"";"";""
1906;"random_id768a5689e945b273c9de6ab2664a79440e2282ee";"ред. «Московских ведомостей»";"";"";"";"";"";"";""
1907;"random_idba814e0ec8a81c07f06d01a4f35f3e09721c355c";"Каширин, Д.";"Каширин, Д.";"";"";"";"";"?";""
1908;"random_id4836f6077453a6c8cd4abec4990bb178a96577a8";"Кельсиев, И. И.";"Кельсиев, Иван Иванович";"";"";"";"";"революционер, эмигрант, брат Василия Кельсиева";""
1909;"Q2988972";"Кёппен, П. И.";"Кёппен, Пётр Иванович";"";"";"1793";"1864";"учёный немецкого происхождения (издавал труды по истории, географии, этнографии, демографии и статистике)";""
1910;"Q2894360";"Кесслер, Д.";"Кесслер, Д.";"";"";"1860";"1920";"?";""
1911;"random_ide46f9d5f983f11f812208c8206628b59f751c33e";"Кигн, В. Л.";"Кигн, Владимир Людвигович";"Дедлов";"";"";"";"прозаик, публицист, литературный критик, искусствовед, путешественник";""
1912;"random_id6e35aadbc707db0d71433e758f9d8aaef35ef7f4";"Елагин, А. А.";"";"";"";"";"";"";""
1913;"random_id9e0871832d6bb74c1b3ead188e4edd94b03721d0";"Языков, А. М.";"";"";"";"";"";"";""
1914;"random_id5c702e66890ae4f19aadfb5bc8ae27aca6fa37fa";"Киреевская, М. В.";"";"";"";"";"";"";""
1915;"random_id6a9cf33a07440f6d3f8be7bbefbf8253ae58301c";"Макариго";"";"иеромонаху оптинскому";"";"";"";"";""
1916;"random_idbdbd06d1230491971a26efa630438d13ca3bceb8";"Кистеневские крестьяне, ";"Кистеневские крестьяне";"";"";"";"";"";""
1917;"Q3920457";"Клейнмихель, А.";"Клейнмихель, Пётр Андреевич";"";"";"1793";"1869";"государственный деятель";""
1918;"random_id8111042c6a8d1c0bb1bbeb660596999655dafa4e";"Клеменс, С. Л.";"Клеменс, Сэмюэл Лэнгхорн";"Марк Твен, сьер Луи де Конт";"";"";"";"писатель, журналист и общественный деятель";""
1919;"random_id85795797fc58ab1fb76c09a98b15b81d46a3a65b";"Клоссен, ";"Клоссен";"";"";"";"";"?";""
1920;"Q18533524";"Клюшников, И. П.";"Клюшников, Иван Петрович";"";"";"1811";"1895";"поэт";""
1921;"random_idccbd094af9114821497c122b962eab77ade028c2";"Кнерцер, А. Х.";"Кнерцер, Андрей Христофорович";"";"";"";"";"механик, купец 2-й гильдии, позднее московский почетный гражданин; доверенный П. В. Нащокина";""
1922;"random_id2a9bf0ee8c96af206435d642a2488a37cd3187c7";"Княжевич, Д. М.";"Княжевич, Дмитрий Максимович";"";"";"";"";"писатель, публицист, чиновник";""
1923;"random_id37ed9831b6222638de71bc32c3ff435b65ae262a";"Д. М. Княжевич — А. С. Пушкин";"";"";"";"";"";"";""
1924;"random_id4e830806cdad8a8f42f5aac48f5a06c7544617ed";"Княжеский, З.";"Княжеский, З.";"";"";"";"";"?";""
1925;"Q19152786";"Ковалевский, И.";"Ковалевский, И.";"";"";"1823";"1907";"?";""
1926;"Q560321";"Ковалевский, И. А.";"Ковалевский, И. А.";"";"";"1840";"1901";"?";""
1927;"Q1374145";"Ковалевский, М. М.";"Ковалевский, Максим Максимович";"";"";"1851";"1916";"ученый, историк, юрист, социолог";""
1928;"Q4226264";"Кожанчиков, Д. Е.";"Кожанчиков, Дмитрий Ефимович";"";"";"1819";"1877";"книготорговец, книгоиздатель, санкт-петербургский купец 1 гильдии";""
1929;"Q2059452";"Муравьёв, А. Н.";"Муравьёв, Андрей Николаевич";"";"";"1806";"1874";"";""
1930;"Q4181514";"Жуковский, В.";"";"";"";"1871";"1922";"";""
1931;"random_id02b46cc8b90d5587d5d96da0101d3bec4f07d5f9";"Голицын, Н. Б.";"";"";"";"";"";"";""
1932;"random_id3e4017d19c55c4bb378d8dcdb64df3c87143f2c6";"Бартенева, П. А.";"";"";"";"";"";"";""
1933;"random_id1310462d63362cd977dac423ea972a9ed354e86b";"Шишкин, П. С.";"";"";"";"";"";"";""
1934;"random_id41156c3a8b5c86e954de6ae5d615037828c3e885";"Козловский, П. Д.";"Козловский, П. Д.";"";"";"";"";"?";""
1935;"Q4227408";"Кокошкин, С. А.";"Кокошкин, Сергей Александрович";"";"";"1796";"1861";"генерал-от-инфантерии, санкт-петербургский обер-полицмейстер, последний малороссийский генерал-губернатор";""
1936;"Q4227411";"Кокошкин, Ф. Ф.";"Кокошкин, Фёдор Фёдорович";"";"";"1871";"1918";"правовед";""
1937;"Q220550";"Коллар, Я.";"Коллар, Ян";"";"";"1793";"1852";"словацкий политик, поэт, философ и лютеранский священник, родоначальник панславизма в поэзии";""
1938;"Q4228624";"Колошин, С. П.";"Колошин, Сергей Павлович";"";"";"1822";"1869";"писатель, публицист-славянофил, фельетонист, редактор журнала «Зритель общественной жизни, литературы и спорта»";""
1939;"random_id6ccdfa694302f2ac79ae970e237bed0c2ef9c3e2";"Комаров, Т. (.";"Комаров, Т.";"Чаплия";"";"";"";"сотрудник «Русского прибавления» к французскому «Колоколу», издававшемуся в 1868 г.";""
1940;"random_idaf556802ac8020d710709d39238c1f1d7dca3699";"Комаровский, Е. Е.";"Комаровский, Е. Е.";"";"";"";"";"?";""
1941;"random_id6635b7121fb426cdd26cd4751c0411a2e3657f54";"Компаневич, В.";"Компаневич, Варлаам";"";"";"";"";"украинский священник, библиофил";""
1942;"random_id0423241888edccb1ace7fe710ac51597f7f83307";"Конопасевича, И. А.";"Конопасевича, И. А.";"";"";"";"";"институтский товарищ Н. А. Добролюбова";""
1943;"Q24957474";"Коншин, В. Д.";"Коншин, Владимир Дмитриевич";"";"";"1824";"1915";"предприниматель, купец 1-й гильдии, коммерции советник";""
1944;"random_id317259f84aa808282b8de7c4b4bb04d7f3715438";"Копитар, В.";"Копитар, В.";"";"";"";"";"?";""
1945;"Q4232404";"Коптев, Д. И.";"Коптев, Дмитрий Иванович";"";"";"1820";"1867";"поэт и переводчик";""
1946;"Q4232836";"Корелин, М. С.";"Корелин, Михаил Сергеевич";"";"";"1855";"1899";"историк, ординарный профессор Московского университета";""
1947;"Q4232888";"Кореницкий, ";"Кореницкий";"";"";"1816";"1854";"дьякон";""
1948;"Q4233155";"Коркунов, Н. М.";"Коркунов, Николай Михайлович";"";"";"1853";"1904";"ученый-юрист, философ права";""
1949;"random_ide2fb6b3eb8cc90f1a6cf1b3c53a6efd0cf46d5ea";"Корнилович, М. О.";"";"";"";"";"";"";""
1950;"random_id8d7d10e887c9f15c00c861b90f7962890b0e3e72";"Короленко, И. Г.";"Короленко, Илларион Галактионович";"";"";"";"";"брат В. Г. Короленко";""
1951;"random_id826d62389a2d0b29b1c3a9d73cb673f630e7b5dc";"Короленко, Ю. Г.";"Короленко, Юлиан Галактионович";"";"";"";"";"старший брат В. Г. Короленко, публицист";""
1952;"Q328549";"Корф, М. А.";"Корф, Модест Андреевич";"";"";"1800";"1876";"барон, директор Императорской публичной библиотеки";""
1953;"Q4234428";"Корф, Ф. Ф.";"Корф, Фёдор Фёдорович";"";"";"1813";"1853";"прозаик, драматург и журналист, родственник М. А. Корфа";""
1954;"Q4234535";"Корш, В. Ф.";"Корш, Валентин Фёдорович";"";"";"1828";"1883";"журналист, публицист, историк литературы, переводчик, брат Е. Ф. Корша";""
1955;"Q4234544";"Корш, Ф. Е.";"Корш, Фёдор Евгеньевич";"";"";"1843";"1915";"филолог-классик, славист, востоковед, стиховед, поэт-переводчик";""
1956;"random_idce95bbaf5a8418a0334c2dd7369721482b313134";"Косиковский, В. А.";"Косиковский, В. А.";"";"";"";"";"?";""
1957;"random_idd74161af9b62a9dc50e18fef4ca4e96fbd0fbce8";"Кост, Л.";"Кост, Л.";"";"";"";"";"врач";""
1958;"random_id5e4c3e3f7c1cc88b8a0cb5b0c9b7dff7c391199a";"Мордоцев, Д. Л.";"";"";"";"";"";"";""
1959;"Q15069681";"Костров, А. М.";"Костров, Андрей Михайлович";"";"";"1856";"";"крестьянин, депутат Государственной думы I созыва от Ярославской губернии";""
1960;"random_id65f8ccc3cdfc61bc7bac1b6f8f418d73f75cf477";"Кострова, А. А.";"Кострова, А. А.";"";"";"";"";"?";""
1961;"Q4236002";"Котелянский, Л. О.";"Котелянский, Лев Осипович";"";"";"1852";"1879";"писатель и публицист";""
1962;"Q770682";"Михайловский, Н. К.";"Михайловский, Николай Константинович";"";"";"1842";"1904";"";""
1963;"Q2024527";"Краббе, Н. К.";"Краббе, Николай Карлович";"";"";"1814";"1876";"адмирал, управляющий морским министерством (1860—1874)";""
1964;"random_id83b82a6f24ff7c7aa9e9ab5f4904c521d6bdef71";"Краевский, Н.";"Краевский, Н.";"";"";"";"";"?";""
1965;"Q207758";"Крамской, И. Н.";"Крамской, Иван Николаевич";"";"";"1837";"1887";"живописец, художественный критик";""
1966;"Q4238993";"Краснопёров, И. М.";"Краснопёров, Иван Маркович";"";"";"1839";"1920";"земский статистик, историк, этнограф, мемуарист";""
1967;"Q18510086";"Красов, В. И.";"Красов, Василий Иванович";"";"";"1810";"1854";"магистр русского языка и словесности, поэт-лирик, друг В. Г. Белинского";""
1968;"random_idc037c1fc113edae89c9aeac606a0d04d201163f2";"Беер, К. А.";"";"";"";"";"";"";""
1969;"Q18543503";"Красовский, А. И.";"Красовский, Александр Иванович";"";"";"1776";"1857";"цензор, тайный советник";""
1970;"Q2374943";"Крестовский, В. В.";"Крестовский, Всеволод Владимирович";"";"";"1840";"1895";"поэт и прозаик, литературный критик";""
1971;"Q4240550";"Крешев, И. П.";"Крешев, Иван Петрович";"";"";"1824";"1859";"писатель, поэт, переводчик, журналист";""
1972;"Q4240660";"Кривенко, С. Н.";"Кривенко, Сергей Николаевич";"";"";"1847";"1906";"публицист народнического направления";""
1973;"random_id48366b7e69ddac5f0384746b9c43580580f5096c";"Криль, А. А.";"Криль, Александр Александрович";"";"";"";"";"участник русского революционного движения второй половины XIX века";""
1974;"Q4241629";"Кронеберг, А. И.";"Кронеберг, Андрей Иванович";"";"";"1814";"1855";"переводчик, критик";""
1975;"random_idf6c4dd28b60adf935988afe0cb5152550e049985";"Кротков, В. С.";"Кротков, В. С.";"";"";"";"";"автор «Записок провинциального адвоката»";""
1976;"Q15070562";"Круг, ";"Круг";"";"";"1764";"1844";"?";""
1977;"Q16703618";"Крупенский, М. Е.";"Крупенский, Матвей Егорович";"";"";"1775";"1855";"бессарабский вице-губернатор в 1816—1823 годах, статский советник";""
1978;"Q4242705";"Крыжановский, А.";"Крыжановский, А.";"";"";"1831";"";"?";""
1979;"random_id0d9133206013667201be18571fba33e8cc959962";"Крылов, А. Т.";"Крылов, А. Т.";"";"";"";"";"?";""
1980;"Q4242758";"Крылов, В. А.";"Крылов, Виктор Александрович";"Александров";"";"1838";"1908";"драматург, один из авторов «ЭСБЕ»";""
1981;"random_idde2c4b6f0f6d24d929965677e08df60f56a77cd0";"Салтыков, С. П.";"";"«Вольному обществу любителей росс. словесн.»";"";"";"";"";""
1982;"random_id2264292120878a240fc71c6f22b9a79f7579fa8e";"князь Сергей Николаевич";"";"Неизвестному";"";"";"";"";""
1983;"Q4244318";"Кугушев, Г. В.";"Кугушев, Григорий Васильевич";"";"";"1824";"1871";"писатель, драматург, поэт";""
1984;"random_idc3cf1daea10fd233069944a21bfac9022bb4f7e4";"Чеботарёв, А. П.";"";"";"";"";"";"";""
1985;"Q4201334";"Инсарский, В. А.";"";"";"";"1814";"1882";"";""
1986;"random_id093c50cbb79a0f072ded1d8501f58f4eca6df85a";"Рамазанов, Н. А.";"";"";"";"";"";"";""
1987;"random_ide68f484711f5878d8fe38bd50189c477fce41376";"Пузыревский, П. А.";"";"";"";"";"";"";""
1988;"random_ida02b83cb09efaf454cb0cc4ae98defa1849046a2";"Волков, П. Г.";"";"";"";"";"";"";""
1989;"random_ide14c3ffbc1d7fb67805d74e48eb00c38082cd183";"Гедеонов, С. А.";"";"";"";"";"";"";""
1990;"Q2382842";"Кулиш, П. А.";"Кулиш, Пантелеймон Александрович";"";"";"1819";"1897";"украинский поэт, прозаик, фольклорист и этнограф, переводчик, критик, редактор, историк, издатель";""
1991;"random_id25fd96437948441e921917cb6a4296564a6167ca";"Кунин, А. А.";"Кунин, А. А.";"";"";"";"";"?";""
1992;"Q4247540";"Купреянов, П. Я.";"Купреянов, Павел Яковлевич";"";"";"1789";"1874";"военный деятель, генерал от инфантерии (с 1851).";""
1993;"Q271457";"Куприн, А. И.";"Куприн, Александр Иванович";"";"";"1870";"1938";"писатель, переводчик";""
1994;"random_id2636d490e0abdad40e01c7fb30806921a475e5d3";"Куркин, П. И.";"Куркин, Петр Иванович";"";"";"";"";"сан. статистик";""
1995;"Q1962014";"Курочкин, В. С.";"Курочкин, Василий Степанович";"";"";"1831";"1875";"поэт-сатирик, журналист, переводчик";""
1996;"random_idae9850f99d8c346bd50a5eee273033218039306d";"Веселаго, Ф. В.";"";"";"";"";"";"";""
1997;"Q4248774";"Курочкин, Н. С.";"Курочкин, Николай Степанович";"";"";"1830";"1884";"поэт, переводчик и публицист, редактор; брат Василия и Владимира Курочкиных";""
1998;"random_idf0f057882c08a812a0d9f92b6b066a5ce00f3ccd";"Усов, П. С.";"";"изд. «Северной пчелы»";"";"";"";"";""
1999;"Q4249806";"Кухарский, А.";"Кухарский, Андрей";"";"";"1795";"1862";"польский филолог, славист, этнограф, библиофил";""
2000;"random_idfcb9cc166cee613013a92e42054670808f2f9115";"Кущевский, А. И.";"Кущевский, Афанасий Иванович";"";"";"";"";"отец Кущевского И. А. ?";""
2001;"Q4250337";"Кущевский, И. А.";"Кущевский, Иван Афанасьевич";"";"";"1847";"1876";"беллетрист";""
2002;"random_id0af5b12ccafc169c2fae72340604e7fe6c0fb25f";"Глинка, А. Г.";"";"";"";"";"";"";""
2003;"random_idfaccee89f5aed92c3d7e760bd91c2a6eda428d62";"Глинки, А. Г.";"";"";"";"";"";"";""
2004;"random_id49ac7cf1c5e321483c662200abc17f6441366829";"Глинки, Нат. Г.";"";"";"";"";"";"";""
2005;"random_idab4128a8b1f1d485f5820858375ff21f22950dd8";"Глинки, Ю. Г.";"";"";"";"";"";"";""
2006;"random_id46a35aa82c80e3909eea70e0c88566a90ebe83d3";"Глинка, Б. Г.";"";"";"";"";"";"";""
2007;"random_id207ba213c6a62a186f61c9b96748263a1fe41ef1";"Глинки, Б. Г.";"";"";"";"";"";"";""
2008;"random_id1def91ce6af5adb97631575ba8aef832823012fa";"Глинки, Ник. Г.";"";"";"";"";"";"";""
2009;"Q19886248";"Брейткопф";"";"";"";"1751";"1823";"";""
2010;"random_idda407e17c03dffc2695a2dc0ef99b159358d07ed";"Волконская, М. Н.";"";"";"";"";"";"";""
2011;"random_id589abb9859ff558c235a69fd501eaf5b65c4309c";"Глинка, Нат. Г.";"";"";"";"";"";"";""
2012;"random_idac19919be8e6c32e284fd6510af3987d19eeed9c";"Глинка, Ник. Г.";"";"";"";"";"";"";""
2013;"random_idb001b970ed2afcc4875cc0a6cb717f167db48157";"Свистунов, П. Н.";"";"";"";"";"";"";""
2014;"Q15821183";"ректор Дерптского университета";"";"";"";"1786";"1858";"";""
2015;"random_idcbadbc5bfec51525fa7f46d2597119fa292f0f81";"Комовский, С. Д.";"";"";"";"";"";"";""
2016;"random_id62bfd00e1be776cdfbfbe5edf07c683871356d5a";"Глинка, Ю. Г.";"";"";"";"";"";"";""
2017;"random_id7a8b524492b9710b3395b760a41725edc06fe099";"Кюхельбекер, Ю. К.";"";"";"";"";"";"";""
2018;"random_id4d465688f8d81ecda3e53da0ceb2548f3723698b";"Кюхельбекер, Ю. Я.";"";"";"";"";"";"";""
2019;"Q4251957";"Лаваль, А. Г.";"Лаваль, Александра Григорьевна";"";"";"1772";"1850";"графиня, собирательница произведений искусства и благотворительница";""
2020;"random_id6c62c5249ef4b44267137b2711dd8ff01f4be992";"Лаврентьев, Л. И.";"Лаврентьев, Леонид Иванович";"";"";"";"";"тайный советник, ученый-историк, юрист, Помощник Попечителя С.-Петербургского учебного округа";""
2021;"random_id47c018598b752daab0c3323f0162688dc1ce27f2";"Лавров, Н. А.";"Лавров, Николай Алексеевич";"";"";"";"";"помещик Порховского у. Псковской";""
2022;"random_id495dc656069a9c97308ce2930524d01ee374413e";"Виницкая, А. А.";"";"";"";"";"";"";""
2023;"Q558838";"Котляревский, А. А.";"";"";"";"1863";"1925";"";""
2024;"Q519112";"Суворов, А. А.";"";"";"";"1804";"1882";"";""
2025;"random_id4bf3633df1689e1bf18079710c2832fa0e7a2c5e";"Шеллер, А. К.";"";"";"";"";"";"";""
2026;"random_ide9a327fcca8e2978e6041828d294798b0863cbe7";"Эпштейн, А. М.";"";"";"";"";"";"";""
2027;"Q724258";"Иохельсон, В. И.";"";"";"";"1855";"1937";"";""
2028;"random_idc52301edeb78fbd1e9f6457e84435d73960b8e06";"Либкнехт, В.";"";"";"";"";"";"";""
2029;"Q4089910";"Яковлев, В. Я.";"";"";"";"1860";"1915";"";""
2030;"random_id4e04b7670a01dfa38bf53032699d182a6c2177a6";"Рюльман, Ж. А.";"";"";"";"";"";"";""
2031;"random_id06bc09310be7cf3f0e8fbaba0141faabc99b7057";"Полянская, З. Э.";"";"";"";"";"";"";""
2032;"Q961887";"Тихомиров, Л. А.";"";"";"";"1852";"1923";"";""
2033;"Q2628039";"Ковалевский, М.";"";"";"";"1800";"1878";"";""
2034;"random_ide117e07b612af70cef516244e5dc7917597df1e3";"Вольф, М. О.";"";"";"";"";"";"";""
2035;"random_idfd6109f4e45dbf325a9fb45c160152d0c9d4449d";"Лавров, М. П.";"";"";"";"";"";"";""
2036;"Q7258532";"Кареев, Н. И.";"";"";"";"1850";"1931";"";""
2037;"Q21099069";"Народоволец";"";"";"";"1858";"1927";"";""
2038;"Q347350";"Аксельрод, П. Б.";"";"";"";"1850";"1928";"";""
2039;"Q4513037";"Черкасов, П. Н.";"";"";"";"1882";"1915";"";""
2040;"random_id6afabd888ee84b0d8b360144bc1b63327b7f3590";"ред. «Вологодских губернских ведомостей»";"";"";"";"";"";"";""
2041;"random_id2498440f50a15aa92dca2668673b4def8aab17aa";"ред. «La Justice»";"";"";"";"";"";"";""
2042;"Q4138660";"Гинзбург, С. М.";"";"";"";"1863";"1891";"";""
2043;"random_id7d552d8fe0e7d12f059f3b40df5a7004b82e0fdc";"Резнер, Ф. Ф.";"";"";"";"";"";"";""
2044;"random_id9e256157a648875975c178c5fb4d71db5231f9c1";"Нивинский, Э. И.";"";"";"";"";"";"";""
2045;"random_ida370e5fae9399600829ee8530c51f3d23fa7a565";"Колубовский, Я. Н.";"";"";"";"";"";"";""
2046;"random_id7f4d8dd1b1929d851f5a45f5a26dd8b4c8b92e80";"Лавровский, И.";"Лавровский, И.";"";"";"";"";"?";""
2047;"Q4180154";"Жизневский, А. К.";"";"";"";"1819";"1896";"";""
2048;"random_id7d319d4082f54d569f18bfe20f74d90f71faf8b0";"Марин, А. Н.";"";"";"";"";"";"";""
2049;"random_id7ab391c146d29ec0f45f7c560f459dfa813b12aa";"Тиличев, Е. С.";"";"";"";"";"";"";""
2050;"Q4267822";"Лубяновский";"";"";"";"1777";"1869";"";""
2051;"random_id5afd0b0e4303ce5364e883d014f405adaa2acf38";"Победоносцев, П. В.";"";"";"";"";"";"";""
2052;"random_ided47dcdf21c7329adbd575a6332d3065911b30ae";"ред. газ. «Современные известия»";"";"";"";"";"";"";""
2053;"random_id210e59c5007a55f3b8f9b3296130d1c0f9a4a65b";"Победоносцев, С. П.";"";"";"";"";"";"";""
2054;"random_ida92234fdc80322e988b166a31e7f9c46821f8397";"Бояркин, Я. А.";"";"";"";"";"";"";""
2055;"Q84722598";"Лазарев-Грузинский, А. С.";"Лазарев-Грузинский, Александр Семёнович";"";"";"1861";"1927";"писатель, беллетрист, журналист, поэт";""
2056;"Q4252896";"Лазаревский, А. М.";"Лазаревский, Александр Матвеевич";"";"";"1834";"1902";"историк Российской империи";""
2057;"Q12116920";"Лазаревский, Б. А.";"Лазаревский, Борис Александрович";"";"";"1871";"1936";"писатель и публицист";""
2058;"random_id8372af2a03296c203356f66eacbf1d86fe0eaa4e";"Ламберт, Е. Е.";"Ламберт, Елизавета Егоровна";"";"";"";"";"графиня";""
2059;"random_id87a55732283623debe6ee7220ba9308eac36cfb8";"Лаптев, А.";"Лаптев, Александр";"";"";"";"";"поклонник Елизаветы Николаевны Ушаковой, знакомый Пушкина";""
2060;"random_idc6daab7c56f92a6abe4ad80aa4cb162f09ae7679";"Лахтин, А. К.";"Лахтин, Алексей Кузьмич";"";"";"";"";"университетский товарищ Н. П. Огарева, специалист по истории";""
2061;"random_idc2dd5d75d8bce0bac386e3c4865f4cab21fba4c9";"Лебедев, М. Т.";"Лебедев, Маркеля Трофимов";"";"";"";"";"мещанин";""
2062;"Q211356";"Левитан, И. И.";"Левитан, Исаак Ильич";"";"";"1860";"1900";"художник, мастер «пейзажа настроения»";""
2063;"Q2371283";"Левитов, А. И.";"Левитов, Александр Иванович";"";"";"1835";"1877";"писатель-народник";""
2064;"random_id62183d3d2e89c9db098e5a3f38cb540de0f403d2";"Т-лло, Д. В.";"";"";"";"";"";"";""
2065;"random_idc402a857f6a02123158b1bd4e36c40d0f3b97e2c";"Левитов, И. Ф.";"";"";"";"";"";"";""
2066;"random_id1dc17f09248a68235197d8717e1f0a8f99841f01";"Левитовая, М. И.";"";"";"";"";"";"";""
2067;"random_idaa5149471d118fc32140bea3127aeb452addb9ec";"Матрёна Прокофьевна";"";"тетке";"";"";"";"";""
2068;"random_id6e0048d5d5bc72d21abb98f5352b99effa3a5178";"ред. журн. «Охота и коннозаводство»";"";"";"";"";"";"";""
2069;"random_idd5ee58927d8abaa2c883837c93f7fba1929b485e";"И. 3. Суриков";"";"";"";"";"";"";""
2070;"Q4272921";"Лёвшин, А. И.";"Лёвшин, Алексей Ираклиевич";"";"";"1798";"1879";"государственный деятель Российской империи, историк, этнограф, писатель";""
2071;"Q4341228";"Павел Прусский";"Леднев, Пётр Иванович";"Прусский, Павел;  архимандрит Павел";"";"1821";"1895";"настоятель Московского Никольского единоверческого монастыря, пистаель, публицист";""
2072;"Q338516";"Лейкин, Н. А.";"Лейкин, Николай Александрович";"";"";"1841";"1906";"писатель, журналист и издатель";""
2073;"Q1289925";"Лейхтенбергский, Н. М.";"Лейхтенбергский, Николай Максимилианович";"";"";"1843";"1891";"член Российского Императорского Дома (с титулом «Его Императорское Высочество»). Генерал от кавалерии (1890).";""
2074;"Q1394";"Ленин, В. И.";"Ленин, Владимир Ильич";"";"";"1870";"1924";"революционер, теоретик марксизма";""
2075;"Q18809";"Луначарский, А. В.";"";"";"";"1875";"1933";"";""
2076;"Q3655425";"Ленский, А. П.";"Ленский, Александр Павлович";"";"";"1847";"1908";"актёр, театральный режиссёр, театральный педагог, театральный деятель Российской империи";""
2077;"random_idd10971f43bc9d1e8b559dd73aee9cd71998f4740";"Шпажннский, И. В.";"";"";"";"";"";"";""
2078;"Q4258582";"Ленский, Д. Т.";"Ленский, Дмитрий Тимофеевич";"";"";"1805";"1860";"писатель, переводчик, актер";""
2079;"random_ida3c51387071c1fbb71d58da5a89785facf562530";"Леонтьев, И. Л.";"Леонтьев, Иван Леонтьевич";"Щеглов, Иван";"";"";"";"писатель и драматург";""
