"source_id";"source_full";"source_year";"title";"n_vol";"place"
654;"Сухомлинов М. И. История российской академии, т. VII. Пб., 1885, с. 85—89.";"1885";"";"";""
655;"Рус. ст., 1901, № 2, с. 384—385.";"1901";"";"";""
656;"Рус. ст., 1908, № 1, с. 232—236; № 2, с. 452—457; № 11, с. 445—446.";"1908";"";"";""
657;"Сборник статей по истории и статистике русской периодической печати. Пб., Рус. библиолог, об-во. 1903, с. 66—72.";"1903";"";"";""
658;"Сборник старинных бумаг, хранящихся в музее П. И. Щукина, т. VIII. М., 1901, с. 264—267.";"1901";"";"";""
659;"Тр. и летописи Об-ва ист. и древностей росс., 1827, ч. III, кн. 2, с. 160";"1872";"";"";""
660;"Гаррис М. А. Зинаида Волконская и ее время. М., К. Ф. Некрасов, 1916, с. 81, 82, 117—128.";"1916";"";"";""
661;"Мицкевич А. Собрание сочинений, т. V. М., Гослитиздат, 1954, с. 633, 639—640, 650.";"1954";"";"";""
662;"Пушкин А. С. Полное собрание сочинений, т. XIII. М .—Л., АН СССР, 1937, с. 299, 560, 561.";"1937";"";"";""
663;"Лит. насл., 1932. т. 4—6, с. 481.";"1932";"";"";""
664;"Ст. и новизна, 1905, № 10, с. 507—508.";"1905";"";"";""
665;"Биографический очерк. Пб., 1871, с. 131—139.";"1871";"";"";""
666;"Лит. насл., 1952, т. 58, с. 52, 98.";"1952";"";"";""
667;"Литературное наследство, 1954, т. 59, с. 479—498, 501—516, 541—546.";"1954";"";"";""
668;"Рус. ст., 1880, № 10, с. 309—329.";"1880";"";"";""
669;"Рус. ст., 1888, № 4, с. 258—259.";"1888";"";"";""
670;"Рус. ст., 1880, № 10, с. 329—332.";"1880";"";"";""
671;"Кони А. Ф. Очерки и воспоминания. Пб., 1906, с. 864—865.";"1906";"";"";""
672;"Обозр. театров, 1906, № 20, 2 дек, с. 4—7.";"1906";"";"";""
673;"Рус. архив, 1911, № 11, с. 367—373.";"1911";"";"";""
674;"Сухомлинов М. И. История Российской академии, вып. 7. Пб., 1885, с. 304—306, 372, 375.";"1885";"";"";""
675;"Журн. Мин-ва нар. проев., 1890, № 3, отд. II, с. 76—79.";"1890";"";"";""
676;"Письма к Вячеславу Ганке из славянских земель. Варшава, В. А. Францев, 1905, с. 178—180.";"1905";"";"";""
677;"Журн. Мин-ва нар. просв., 1890, № 3, с. 117—118.";"1890";"";"";""
678;"Рус. архив, 1902, № 8, с. 636—639.";"1902";"";"";""
679;"Изв. Отд. рус. яз. и словесн., 1899, т. IV, кн. 2, с. 734—735.";"1899";"";"";""
680;"Краткие сообщ. Ин-та славяноведения, 1958, вып. 25, с. 13—15.";"1958";"";"";""
681;"Сухомлинов М. И. История Российской академии, вып. 7. Пб, 1885, с. 308, 318, 319.";"1885";"";"";""
682;"Изв. Отд. рус. яз. и словесн., 1899, № 3, с. 726—733.";"1899";"";"";""
683;"Рус. архив, 1864, с. 1102—1103.";"1864";"";"";""
684;"Сов. музыка, 1949, № 6, с. 74—75.";"1949";"";"";""
685;"Пушкин А. С. Полное собрание сочинений, т. XIV. М.—Л., АН СССР, 1941, с. 12—15.";"1941";"";"";""
686;"Рус. ст., 1888, № 11, с. 312.";"1888";"";"";""
687;"Рус. ст., 1888, № 11, с. 313—319, 322—325, 329, 331; 1889, № 2, с. 321.";"1888—1889";"";"";""
688;"Ст. и новизна, 1913, № 16, с. 63—81.";"1913";"";"";""
689;"Тр. Черниговской губ. арх. комиссии 1899—1900, вып. 2, отд. I. Чернигов, б. г , с. 13—14.";"Б. г.";"";"";""
690;"Из собрания автографов имп. Публичной библиотеки. Пб., 1898, с. 49—131.";"1898";"";"";""
691;"Рус. ст., 1892, № 12, с. 662—682.";"1892";"";"";""
692;"Уч. зап. Высш. шк. г. Одессы, 1922, т. II, с. 130—132.";"1922";"";"";""
693;"Рус. архив, 1900, № 3, с. 355.";"1900";"";"";""
694;"Ст. и новизна, 1911, №14, с. 510—513.";"1911";"";"";""
695;"Лит. насл., 1952, т. 58, с. 36, 37, 61—64, 72-81, 85, 86, 130, 146, 154.";"1952";"";"";""
696;"Переписка А. И. Тургенева с князем П. А. Вяземским, т. I. Пг., 1921, 542 с. (Архив братьев Тургеневых, вып. 6).";"1921";"";"";""
697;"Остафьевский архив князей Вяземских, тт. I—IV. Пб., С. Д. Шереметев, 1899.";"1899";"";"";""
698;"Рус. ст., 1884, № 2, с. 437—440.";"1884";"";"";""
699;"Рус. архив, 1896, № 2, с. 288—291";"1896";"";"";""
700;"Рус. архив, 1888, № 7, с. 292—304.";"1888";"";"";""
701;"Ст. и новизна, 1907, № 12, с. 320.";"1907";"";"";""
702;"Лит. насл., 1952, т. 58, с. 288—289.";"1952";"";"";""
703;"Пушкин А. С. Полное собрание сочинений, тт. XIII—XVI. М—Л., АН СССР, 1937—1949, см. указатели.";"1937—1949";"";"";""
704;"Антиквар, 1902, № 11—12, с. 347—350.";"1902";"";"";""
705;"Рус. ст., 1902, № 4, с. 120.";"1902";"";"";""
706;"Ст. и новизна, 1909, № 13, с. 267—268.";"1909";"";"";""
707;"К биографии А. С. Пушкина, вып. 2. М., 1885, с. 24—25.";"1885";"";"";""
708;"Рус. ст., 1892, № 12, с. 651—662.";"1892";"";"";""
709;"Рус. ст., 1904, № 1, с. 115—122.";"1904";"";"";""
710;"Рус. архив, 1900, № 3, с. 342.";"1900";"";"";""
711;"Кр. архив, 1929, № 2, с. 231—232.";"1929";"";"";""
712;"К биографии А. С. Пушкина, вып. 2. М., 1885, с. 54—55.";"1885";"";"";""
713;"Рус. архив, 1879, № 4, с. 503—520; № 5, с. 100—117; № 6, с. 237—257.";"1879";"";"";""
714;"Остафьевский архив князей Вяземских, т. V, вып. 2. Пб., 1913, с. 157—161.";"1913";"";"";""
715;"Батюшков К. Н. Сочинения, т. I. Пб., 1887, с. 320.";"1887";"";"";""
716;"Рус. ст., 1902, № 10, с. 202—208.";"1902";"";"";""
717;"К биографии А. С. Пушкина, вып. 2. М., 1885, с. 25—27, 37—38.";"1885";"";"";""
718;"Рус. архив, 1900, № 2, с. 181—208; № 3, с. 355—390.";"1900";"";"";""
719;"Письма к Вяч. Ганке из славянских земель. Варшава, 1905, с. 182—183.";"1905";"";"";""
720;"Моск. обозр, 1877, № 25, с. 392—394.";"1877";"";"";""
721;"Моск. гор. листок, 1847, № 58, 12 марта, с. 233—234.";"1847";"";"";""
722;"Вопр. лит-ры, 1959, № 7, с. 171—172.";"1959";"";"";""
723;"Лит. насл., 1952, т. 58, с. 996—997.";"1952";"";"";""
724;"Остафьевский архив князей Вяземских, т. V, вып. 1. Пб., С. Д. Шереметев, 1909, с. 3—102; вып. 2, 1913, с. 3—93.";"1909—1913";"";"";""
725;"Звенья, 1936, т. VI, с. 190-312; т. IX, с. 213—468.";"1936";"";"";""
726;"Лит. насл., 1937, т. 31—32, с. 115, 120—148";"1937";"";"";""
727;"Ист. вест., 1891, № 1, с. 53.";"1891";"";"";""
728;"Рус. архив, 1879, № 6, с. 247—253.";"1879";"";"";""
729;"История русской критики, т. I. М.—Л, АН СССР, 1958, с. 230.";"1958";"";"";""
730;"Рус. архив, 1906, № 9, с. 134—142.";"1906";"";"";""
731;"Хроника недавней старины. Из архива князя Оболенского-Нелединского-Мелецкого. Пб., 1876, с. 299—326.";"1876";"";"";""
732;"Отчет имп. Публ. б-ки за 1887 г. Пб, 1890, с. 219—220.";"1890";"";"";""
733;"Остафьевский архив князей Вяземских, т. V, вып. 1. Пб., С. Д. Шереметев, 1909, с. 105—108.";"1909";"";"";""
734;"Рус. ст., 1896, № 1, с. 82—104.";"1896";"";"";""
735;"Ст. и новизна, 1904, № 8, с. 56—85.";"1904";"";"";""
736;"Рус. архив, 1895, № 5, с. 110—113";"1895";"";"";""
737;"Рус. ст., 1901, № 4, с. 72—73.";"1901";"";"";""
738;"Рус. архив, 1866, № 11—12, с. 1691—1721.";"1866";"";"";""
739;"Рус. архив, 1868, № 4—5, с. 602—658.";"1868";"";"";""
740;"Письма Н. М. Карамзина к И. И. Дмитриеву. Пб., 1866, с. 426, 429, 434—435.";"1866";"";"";""
741;"Рус. архив, 1886, № 2, с. 183—186.";"1886";"";"";""
742;"Рус. бог, 1911, № 10, с. 236—237.";"1911";"";"";""
743;"В. А. Жуковский. Пб., «Рус. библиофил», 1913, с. 25—26.";"1913";"";"";""
744;"Вяземский П. А. Полное собрание сочинений, т. I. Пб., С. Д. Шереметев, 1878, с. 3—9.";"1878";"";"";""
745;"Майков Л. Н. Батюшков, его жизнь и сочинения. Изд. 2-е. Пб., А. Ф. Маркс, 1896, с. 263.";"1896";"";"";""
746;"Рус. архив, 1879, № 11, с. 404—406.";"1879";"";"";""
747;"Рус. архив, 1901, № 7, с. 393.";"1901";"";"";""
748;"Модзалевский Б. Л. Новые материалы о дуэли и смерти Пушкина. Пб., 1924, с. 97—107.";"1924";"";"";""
749;"Сборник Отд. рус. яз. и словесн, 1880, т. XX, № 5, с. 152—178.";"1880";"";"";""
750;"Рус. филолог. вест. 1908, № 3, с. 182—187.";"1908";"";"";""
751;"Рус. ст., 1902, № 9, с. 623—624.";"1902";"";"";""
752;"Пушкин и его современники, вып. 11, Пб., 1909, с. 86.";"1909";"";"";""
753;"Данилевский М. Г. Г. П. Данилевский по личным его письмам и литературной переписке. Харьков, 1893, с. 42—44.";"1893";"";"";""
754;"Творчество И. С. Тургенева. Сборник статей. М., Учпедгиз, 1959, с. 462.";"1959";"";"";""
755;"Лит. насл., 1934, т. 16—18, с. 723—724.";"1934";"";"";""
756;"Переписка А. И. Тургенева с князем П. А. Вяземским, т. I. Пг., 1921, с. 377—380";"1921";"";"";""
757;"Рус. архив, 1907, № 3, с. 468—472.";"1907";"";"";""
758;"Лит. насл., 1937, т. 31—32, с. 94—98.";"1937";"";"";""
759;"Русский литературный архив. Нью-Йорк, 1956, с. 40—55.";"1956";"";"";""
760;"Щеголев П. Е. Дуэль и смерть Пушкина. М.—Л., ГИЗ, 1928, с. 257—271.";"1928";"";"";""
761;"Николай Полевой. Материалы по истории русской литературы и журналистики тридцатых годов. Л., «Изд-во писателей в Л.», 1934, с. 167.";"1934";"";"";""
762;"Рус. архив, 1905, № 2, с. 320—332.";"1905";"";"";""
763;"Сборник старинных бумаг, хранящихся в музее П. И. Щукина, вып. 9. М., 1901, с. 192—197.";"1901";"";"";""
764;"Ст. и новизна, 1897, № 1, с 205—206.";"1897";"";"";""
765;"Отчет имп. Публ. б-ки за 1892 г. Пб., 1895, с. 44—50.";"1892";"";"";""
766;"Сборник старинных бумаг, хранящихся в музее П. И. Щукина, вып. 9. М., 1901, с. 197—198.";"1901";"";"";""
767;"Ст. и новизна, 1911, № 14, с. 508—513.";"1911";"";"";""
768;"А. С. Пушкин и его литературное окружение. М., Гослитиздат, 1938, с. 22.";"1938";"";"";""
769;"Рус. архив, 1902, № 8, с. 604.";"1902";"";"";""
770;"Рус. архив, 1873, № 10, с. 1994";"1873";"";"";""
771;"Ст. и новизна, 1897, № 1, с. 208.";"1897";"";"";""
772;"Рус. архив, 1900, № 3, с. 390.";"1900";"";"";""
773;"Рус. ст., 1875, № 9, с. 92—96.";"1875";"";"";""
774;"Рус. архив, 1890, № 6, с. 279.";"1890";"";"";""
775;"Кр. архив, 1929, № 2, с. 232.";"1929";"";"";""
776;"Кр. архив, 1923, № 2, с. 264—265.";"1923";"";"";""
777;"Плетнев П. А. Сочинения и переписка, т. III. Пб., 1885, с. 391—393, 406—409, 492, 496—513.";"1885";"";"";""
778;"Переписка Я. К. Грота с П. А. Плетневым, т. III. Пб., 1896, с. 734—735, 737.";"1896";"";"";""
779;"Изв. Отд. рус. яз. и словесн., 1897, т. II, № 1, с. 90—99.";"1897";"";"";""
780;"Ист. вест, 1891, № 1, с. 56.";"1891";"";"";""
781;"Рус. архив, 1889, № 10, с. 264.";"1889";"";"";""
782;"Рус. ст., 1896, № 12, с. 678—686.";"1896";"";"";""
783;"Рус. архив, 1876, № 2, с. 248—262; 1892, № 11, с. 237—238.";"1876";"";"";""
784;"Декабристы. М., 1938, с. 491—498 (Летописи Гослитмузея, № 3).";"1938";"";"";""
785;"Вопр. лит-ры, 1959, № 7, с. 150.";"1959";"";"";""
786;"Ст. и новизна, 1904, № 8, с. 23—30.";"1904";"";"";""
787;"Щукинский сборник, вып. 9. М., 1910, с. 164—179.";"1910";"";"";""
788;"Ст. и новизна, 1897, № 1, с. 206—211";"1897";"";"";""
789;"Рус. вест., 1888, № 12, с. 380—381.";"1888";"";"";""
790;"Рус. архив, 1910, № 3, с. 464—465.";"1910";"";"";""
791;"Новь, 1885, № 9, с. 87—95.";"1885";"";"";""
792;"Рус. архив, 1891, № 4, с. 502—504, 507—508.";"1891";"";"";""
793;"Письма к библиографу С. И. Пономареву. М., 1915, с. 145—173.";"1915";"";"";""
794;"Рус. архив, 1885, № 6, с. 305—319";"1885";"";"";""
795;"Лит. насл., 1952, т. 58, с. 314—316.";"1952";"";"";""
796;"Рус. архив, 1900, № 3, с. 391—399";"1900";"";"";""
797;"Рус. архив; 1897, № 10, с. 283—286.";"1897";"";"";""
798;"Грот К. Я. Пушкинский лицей. Пб., 1911, с. 106—107.";"1911";"";"";""
799;"Ст. и новизна, 1909, № 13, с. 30—35; 1915, № 19, с. 1—12.";"1909—1915";"";"";""
800;"Ист. вест, 1886, № 9, с. 511—513.";"1886";"";"";""
801;"Ст. и новизна, 1905, № 9, с. 333—336.";"1905";"";"";""
802;"Рус. мысль, 1911, № 12, с. 63—69.";"1911";"";"";""
803;"Ист. вест, 1886, № 9, с. 510, 514—530.";"1886";"";"";""
804;"Рус. мысль, 1911, № 12, с. 54—63, 69—73.";"1911";"";"";""
805;"Лит. насл., 1954, т. 59, с. 158—163.";"1954";"";"";""
806;"Невский альманах. Вып. 2. Из прошлого. Пг., 1917, с. 113—135.";"1917";"";"";""
807;"Кр. архив, 1934, № 3, с. 143—144.";"1934";"";"";""
808;"Зв., 1945, № 2, с. 137";"1945";"";"";""
809;"Лит. Саратов, кн. 14. Саратов, Облиздат, 1951, с. 236.";"1951";"";"";""
810;"Звенья, т. I, М.—Л., «Academia», 1932, с. 500—512.";"1932";"";"";""
811;"Юбилейный сборник. Общ. ред. А. Е. Грузинского. М.—Л., ГИЗ, 1928, с. 33—316. (Тр. Б-ки СССР им. В. И. Ленина).";"1928";"";"";""
812;"Л. Н. Толстой и Н. Н. Ге. Переписка. М.—Л., «Academia», 1930, 221 с.";"1930";"";"";""
813;"Г.: Собрание сочинений, т. IX. М., Гослитиздат, 1959, с. 477—479.";"1959";"";"";""
814;"Лит. насл., 1953, т. 61, с. 435.";"1953";"";"";""
815;"Лит. насл., 1941, т. 39—40, с. 257—261.";"1941";"";"";""
816;"Сочинения и переписка с Н. А. Захарьиной, т. VII. Пб., Ф. Павленков, 1905.";"1905";"";"";""
817;"Лит. насл., 1958, т. 64, с. 685—748.";"1958";"";"";""
818;"П. В. Анненков и его друзья, т. I. Пб., А. С. Суворин, 1892, с. 625—632.";"1892";"";"";""
819;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 21: Письма 1832—1838 годов. М., 1961.";"1961";"";"";""
820;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 22: Письма 1839—1847 годов. М., 1961.";"1961";"";"";""
821;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 23: Письма 1847—1850 годов. М., 1961.";"1961";"";"";""
822;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 24: Письма 1850—1852 годов. М., 1961.";"1961";"";"";""
823;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 25: Письма 1853—1856 годов. М., 1961.";"1961";"";"";""
824;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 26: Письма 1856-1859 годов. М., 1962.";"1962";"";"";""
825;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 27: Письма 1860-1864 годов. Кн. 1. М., 1963.";"1963";"";"";""
826;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 27: Письма 1860-1864 годов. Кн. 2. М., 1963.";"1963";"";"";""
827;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 28: Письма 1865-1866 годов. М., 1963.";"1963";"";"";""
828;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 29: Письма 1867-1868 годов. Кн. 1 / ред. В. А. Путинцев и А. Л. Гришунин. М., 1963.";"1963";"";"";""
829;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 29: Письма 1867-1868 годов. Кн. 1. М., 1964.";"1964";"";"";""
830;"Герцен А. И. Собрание сочинений: В 30 т.: Т. 30: Дополнение к изданию. Кн. 2. Письма 1869-1870 годов. М., 1964.";"1964";"";"";""
831;"Лит-ра и жизнь, 1958, № 106, 9 дек, с. 4.";"1958";"";"";""
832;"Лит-ра и жизнь, 1959, № 39, 1 апр., с. 3.";"1959";"";"";""
833;"Рус. сл, 1908, № 283, 6 дек, с. 5.";"1908";"";"";""
834;"Ф. И. Шаляпин. Литературное наследство. Письма., т. I. М, «Искусство», 1957, с. 712—713.";"1957";"";"";""
835;"Глинка М. И. Литературное наследие, т. II. Л., Музгиз, 1952—1953, см. именные указатели.";"1952—1953";"";"";""
836;"Рус. ст., 1901, № 9, с. 480.";"1901";"";"";""
837;"Дубровин Н. Письма главнейших деятелей в царствование имп. Александра I. Пб., АН, 1883, с. 6—8.";"1883";"";"";""
838;"Барсуков Н. Жизнь и труды М. П. Погодина, кн. П. Пб., 1889, с. 274—275.";"1889";"";"";""
839;"Рус. ст., 1898, № 5, с. 341—343.";"1898";"";"";""
840;"Рус. ст., 1901, № 3, с. 718, 720.";"1901";"";"";""
841;"Ист. вест., 1892, № 8, с. 295—300.";"1892";"";"";""
842;"Рус. архив, 1869, с. 603—606.";"1869";"";"";""
843;"Рус. архив, 1899, № 5, с. 90—91.";"1899";"";"";""
844;"Рус. ст., 1892, № 8, с. 421.";"1892";"";"";""
845;"Исторические материалы «Зари». Пб., 1873, с. 410.";"1873";"";"";""
846;"Полевой К. А. Записки. Пб., А. С. Суворин, 1888, с. 352—353.";"1888";"";"";""
847;"Рус. ст., 1895, № 2, с. 222.";"1895";"";"";""
848;"Барсуков Н. Жизнь и труды М. П. Погодина. Пб., 1889—1894: кн. II, с. 114-115, кн. III, с. 3 - 4 , кн. VIII, с. 33—34.";"1889—1894";"";"";""
849;"Барсуков Н. Жизнь и труды М. П. Погодина, кн. II. Пб., 1889, с. 267—272.";"1889";"";"";""
850;"Изв. Отд. рус. яз. и словесн., 1903, № 2, с. 101—102.";"1903";"";"";""
851;"Рус. архив, 1905, № 1, с. 535—536.";"1905";"";"";""
852;"Рус. ст., 1898, № 1, с. 102.";"1898";"";"";""
853;"Дубровин Н. Письма главнейших деятелей в царствование имп. Александра I (с 1807 по 1829 г.). Пб., АН, 1883, с. 228—229.";"1807";"";"";""
854;"Рус. ст., 1889, Л., № 7, с. 118—126.";"1889";"";"";""
855;"Рус. ст, 1898, № 5, с. 336—338.";"1898";"";"";""
856;"Уч. зап. Вильнюсского ун-та, 1954, т. I, вып. 4, серия общ. наук, с. 162—164.";"1954";"";"";""
857;"Рус. ст., 1897, № 6, с. 460; 1899, № 12, с. 555-556; 1901, № 3, с. 718—719.";"1897";"";"";""
858;"Базанов В. Г. Вольное общество любителей российской словесности. Петрозаводск, 1949, с. 40—43.";"1949";"";"";""
859;"Пушкин А. С. Полное собрание сочинений, т.XIV. М.—Л., АН СССР, 1941, с. 66, 200, 243, 244.";"1941";"";"";""
860;"Рус. инвалид, 1825, № 162, 10 июля, с. 650.";"1825";"";"";""
861;"Рус. ст., 1902, № 4, с. 112—113.";"1902";"";"";""
862;"Рус. ст., 1902, № 4, с. 113—114.";"1902";"";"";""
863;"Моск. обозр, 1877, № 16, с. 415—425.";"1877";"";"";""
864;"Сборник старинных бумаг, хранящихся в музее П. И. Щукина, ч. VIII. М., 1901, с. 247—248.";"1901";"";"";""
865;"Сев. пчела, 1860, № 92, 25 апр., с. 369.";"1860";"";"";""
866;"Моск. вед, 1869, № 94, 2 мая, с. 2.";"1869";"";"";""
867;"Рус. обозр, 1895, № 10, с. 862.";"1895";"";"";""
868;"Рус. ст., 1894, № 6, с. 218—220.";"1894";"";"";""
869;"Сев. пчела, 1826, № 115, 25 сент, с. 3—4.";"1826";"";"";""
870;"Рус. ст, 1897, № 11, с. 309, 310, 315";"1897";"";"";""
871;"Рус. ст., 1900, № 4, с. 169—173.";"1900";"";"";""
872;"Рус. филолог. вест. 1908, № 3, с. 178, 179, 187, 188.";"1908";"";"";""
873;"Базанов В. Г. Вольное общество любителей российской словесности. Петрозаводск, 1949, с. 26, 105";"1949";"";"";""
874;"М. И. Семевский, его жизнь и деятельность. Пб., Е. М. Семевская, 1895, с. 8—9, в прилож.";"1895";"";"";""
875;"Пушкин. Временник Пушкинской комиссии. Т. I. М.—Л., АН СССР, 1936, с. 70—71.";"1936";"";"";""
876;"Барсуков Н. Жизнь и труды М. П. Погодина, тт. II—XI. Пб, 1889—1897; т. II, с. 114, 115, 196; т. IV, с. 159; т. V, с, 93; т. VII, с. 278—280; т. VIII, с. 33; т. XI, с. 358.";"1889—1897";"";"";""
877;"Отчет имп. Публ. б-ки за 1895 г. Пб., 1898, с. 37—39, прилож.";"1895";"";"";""
878;"Пушкин. Временник Пушкинской комиссии. Т. I. М.—Л., АН СССР, 1936, с. 69.";"1936";"";"";""
879;"Архив графов Мордвиновых, т. IV. Пб., 1902, с. 354—357.";"1902";"";"";""
880;"Мин. годы, 1908, № 10, с. 93—95.";"1908";"";"";""
881;"Лит. вест., 1904, т. 8, с. 23—30.";"1904";"";"";""
882;"Изв. Отд. рус. яз. и словесн, 1903, т. VIII, кн. 2, с. 90—102.";"1903";"";"";""
883;"Пушкин и его современники, вып. XXIX—XXX, Пг., 1918, с. 84—85.";"1918";"";"";""
884;"Рус. обозр, 1897, № 6, с. 903";"1897";"";"";""
885;"Беседы в Обществе любителей российской словесности, вып. 1. М., 1867, с. 33—34.";"1867";"";"";""
886;"Щукинский сборник, вып. 1. М., П. И. Щукин, 1902, с. 88.";"1902";"";"";""
887;"Тр. Черниговской губ. архивной комиссии. 1899—1900, вып. 2, отд. I, с. 16.";"1899—1900";"";"";""
888;"Батюшков К. Н. Сочинения, т. III. Пб., П. Н. Батюшков, 1886, с. 37, 192.";"1886";"";"";""
889;"Тихонов П. Н. И. Гнедич. Несколько данных для его биографии. Пб., АН, 1884, с. 83.";"1884";"";"";""
890;"Переписка А. Н. Оленина с разными лицами. Пб., 1877, с. 91.";"1877";"";"";""
891;"Сборник Отд. рус. яз. и словесн, 1914, т. XCI, № 1, с. 113—115.";"1914";"";"";""
892;"Рус. архив, 1896, № 1, с. 266—269.";"1896";"";"";""
893;"Сборник в честь Д. И. Багалея. Киев, 1927, с. 871—873.";"1927";"";"";""
894;"Пушкин А. С. Полное собрание сочинений, т. XIV. М.—Л., АН СССР, 1941, с. 55; т. XV. М , 1948, с. 19, 122.";"1941";"";"";""
895;"Рус. ст, 1893, № 4, с. 55.";"1893";"";"";""
896;"Рус. ст., 1903, № 7, с. 117—121.";"1903";"";"";""
897;"Рус. архив, 1875, № 3, с. 364—365.";"1875";"";"";""
898;"Рус. архив, 1905, № 3, с. 278—280.";"1905";"";"";""
899;"Державин Г. Р. Сочинения, т. VI. Пб., АН, 1871, с. 374—376.";"1871";"";"";""
900;"Рус. ст., 1875, № 7, с. 358—359.";"1875";"";"";""
901;"Державин Г. Р. Сочинения, т. VI. Пб., АН. 1871, с. 201—202.";"1871";"";"";""
902;"Литературные портфели, вып. 1. Пб., «Атеней», 1923, с. 43—45.";"1923";"";"";""
903;"Гнедич Н. И. Стихотворения. Л., «Сов. писатель», 1956, с. 48.";"1956";"";"";""
904;"Москв., 1842, № 3, с. 148—149.";"1842";"";"";""
905;"Рус. архив, 1905, № 10, с. 281—282.";"1905";"";"";""
906;"Тихонов П. Н. И. Гнедич. Несколько данных для его биографии. Пб., АН, 1884, с. 8—10.";"1884";"";"";""
907;"Библиогр. зап., 1858, т. I, с. 553—554.";"1858";"";"";""
908;"Гнедич Н. И. Стихотворения. Л., «Сов. писатель», 1956, с. 13, 15.";"1956";"";"";""
909;"Рус. ст., 1902, № 10, с. 112.";"1902";"";"";""
910;"Рус. ст., 1902. № 8, с. 362—364.";"1902";"";"";""
911;"Раут. Ист. и лит. сборник, кн. 3. М, Н. В. Сушков, 1854, с. 297—301.";"1854";"";"";""
912;"Москв., 1842, № 3, с. 149.";"1842";"";"";""
913;"Библиогр. зап., 1859, т. II, с. 623—627.";"1859";"";"";""
914;"Чт. в имп. Об-ве ист. и древностей росс, при Моск. ун-те, 1868, № 4, отд. V, с. 55—56.";"1868";"";"";""
915;"Тихонов П. Н. И. Гнедич. Несколько данных для его биографии. Пб., АН, 1884, с. 39—41.";"1884";"";"";""
916;"Библиогр. зап, 1859, т. II, с. 623.";"1859";"";"";""
917;"Чт. в Беседе любителей рус. сл., 1813, № 13, с. 67—72.";"1813";"";"";""
918;"Южин-Сумбатов А. И. Записи. Статьи. Письма. М, «Искусство», 1951, с. 550—554, 562, 563, 573, 574.";"1951";"";"";""
919;"Горбунов И. Ф. Сочинения, т. III. Пб, 1907, с. 82.";"1907";"";"";""
920;"Новое вр, 1899, №. 8231, 26 февр., с. 4.";"1899";"";"";""
921;"Новое вр, 1908, № 11739, 15 ноября, с. 13.";"1908";"";"";""
922;"Гоголь Н. В. Полное собрание сочинений. М.: Изд-во АН СССР, 1952. Т. 13. Письма. 1846-1847. 564 с., ил.: 5 л. ил.";"1952";"";"";""
923;"Гоголь Н. В. Полное собрание сочинений. М., 1940. Т. 11. Письма. 1836-1841. 540 с., 5 вкл. л. портр., факс.";"1952";"";"";""
924;"Гоголь Н. В. Полное собрание сочинений. М., 1940. Т. 10. Письма. 1820-1835. 540 с., 5 вкл. л. портр., факс.";"1940";"";"";""
925;"Гоголь Н. В. Полное собрание сочинений. М., 1952. – Т. 12. Письма. 1842-1845. 720 с., ил.: 4 л. ил.";"1952";"";"";""
926;"Гоголь Н. В. Полное собрание сочинений. М., 1952. Т. 14. Письма. 1848-1852. 487 с., 5 л. ил.";"1952";"";"";""
927;"Русский литературный архив. Нью-Йорк, 1956, с. 56—58.";"1956";"";"";""
928;"Зап. Отдела рукописей, вып. 23. М., 1960, с. 254—256. (Б-ка СССР им. В. И. Ленина).";"1960";"";"";""
929;"Изв. АН СССР, Отд. лит. и яз., 1959, т. XVIII, вып. 6, с. 520—521.";"1959";"";"";""
930;"Из архива Достоевского. М—Пг., ГИЗ, 1923, с. 6—7.";"1923";"";"";""
931;"Новое вр., 1904, № 10354, 26 дек, с. 1.";"1904";"";"";""
932;"Мусоргский М. П. Письма к А. А. Голенищеву-Кутузову. М—Л., Музгиз, 1939, с. 110—111.";"1939";"";"";""
933;"К. П. Победоносцев и его корреспонденты, т. I, полутом 2-й. М.—Пг., ГИЗ, 1923, с. 999.";"1923";"";"";""
934;"Речь, 1912, № 14, 15 янв, с. 6.";"1912";"";"";""
935;"Рус. архив, 1914, № 3, с. 306—316.";"1914";"";"";""
936;"Из архива Достоевского. Письма русских писателей. Под ред. и с пред. Н. К. Пиксанова. Комм. Н. Ф. Бельчикова, Н. К. Пиксанова. М.—Пг., ГИЗ, 1923, 138 с. (Центрархив).";"1923";"";"";""
937;"Лит. насл., 1959, т. 67. с. 731.";"1959";"";"";""
938;"Лит. насл., 1959, т. 67, с. 730—731, 733, 740.";"1959";"";"";""
939;"Стасюлевич и его современники в их переписке, т. V. Пб., 1913,с. 160—163.";"1913";"";"";""
940;"Памяти В. А. Гольцева. М., Н. Н. Клочков, 1910, с. 135—152.";"1910";"";"";""
941;"Вест. Евр., 1917, № 2, с. 139.";"1917";"";"";""
