"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник";;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 30 августа 1853.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 18 сентября 1853.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 6 ноября 1853.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. И. Чернышеву. (1). 12 декабря 1853.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 8 января 1854.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 5 апреля 1854.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 11 июля 1854.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 1 октября 1854.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 9 декабря 1854.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 4 марта 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 20 марта 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 3 мая 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 29 июля 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 2 сентября 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 15 сентября 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 13 октября 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 4—5 ноября 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е., А. Я. Салтыковым. (1). 10 ноября 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 28 ноября 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 28 декабря 1855.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"С. С. Ланскому. (1). 18 января 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. В. Дружинину. (1). 1 февраля 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. В. Дружинину. (1). Не ранее второй половины марта 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. А. Гвоздеву. (1). До 7 апреля 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. А. Гвоздеву. (1). 28 апреля 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"С. С. Ланскому. (1). 7 мая 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"С. С. Ланскому. (1). 25 мая 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. А. Гвоздеву. (1). 23 июня 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"M. Н. Каткову. (1). 14 июля 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). Начало августа 1856.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"И. В. Павлову. (1). 23 августа 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. А. Гвоздеву. (1). 27 августа 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"С. Т. Аксакову. (1). 31 августа 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 9 сентября 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"И. В. Павлову. (1). 15 сентября 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. А. Гвоздеву. (1). 16 сентября 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Е. Ф. Коршу. (1). 25 октября 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"С. Т. Аксакову. (1). 28 ноября 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Е. Ф. Коршу. (1). 10 декабря 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"И. С. Аксакову. (1). 17 декабря 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Е. Ф. Коршу. (1). 23 декабря 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Е. Ф. Коршу. (1). 27 декабря 1857.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). Не ранее 1—2 марта 1858.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"И. С. Аксакову. (1). 4 марта 1858.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 20 июня 1858.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"В. П. Безобразову. (1). 29 июня 1858.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"В. П. Безобразову. (1). 1 октября 1858.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 2 января 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"В. П. Безобразову. (1). 17 января 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 29 января 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 3 февраля 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"В. П. Безобразову. (1). 7 июля 1859(7).";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. В. Дружинину. (1). 18 октября 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. В. Дружинину. (1). 27 октября 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"В. П. Безобразову. (1). 8 ноября 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. В. Дружинину. (1). 20 ноября 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 29 декабря 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"В. П. Безобразову. (1). 29 декабря 1859.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 16 января 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 27 января 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. В. Дружинину. (1). 13 февраля 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 2 апреля 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 24 июля 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 15 августа 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 31 августа 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Е. В. Салиас де Турнемир. (1). 28 октября 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. Т. Баранову. (1). 28 декабря 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 25—29 декабря 1860.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 8 апреля 1861.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Е. И. Якушкину. (1). 11 мая 1861.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 16 мая 1861.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"П. В. Анненкову. (1). 19 мая 1861.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Д. Е. Салтыкову. (1). 3 июня 1861.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Е. И. Якушкину. (1). 7 июня 1861.";;;;
